label,content,source,author,time
F,The application of menthol ointment in the nostrils helps to prevent the virus,https://www.poynter.org/?ifcn_misinformation=the-application-of-menthol-ointment-in-the-nostrils-helps-to-prevent-the-virus,OjoPúblico,
F,An image of a couple who are claimed to be doctors and have lost their lives due to Coronavirus,https://www.poynter.org/?ifcn_misinformation=an-image-of-a-couple-who-are-claimed-to-be-doctors-and-have-lost-their-lives-due-to-coronavirus,BOOM FactCheck,
F,"A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has ‘successfully’ developed a vaccine against the new coronavirus, which causes Covid-19 disease. Portugal would receive the first doses in a few days",https://www.poynter.org/?ifcn_misinformation=a-message-sent-by-whatsapp-states-that-the-ministry-of-defense-of-china-has-announced-that-it-has-successfully-developed-a-vaccine-against-the-new-coronavirus-which-causes-covid-19-disease-portuga,Poligrafo,
F,Says to leave objects in the sun to avoid contracting the coronavirus,https://www.poynter.org/?ifcn_misinformation=says-to-leave-objects-in-the-sun-to-avoid-contracting-the-coronavirus,PolitiFact,
F,Several photographs published on Facebook claim to portray coffins with victims of the new coronavirus in Italy,https://www.poynter.org/?ifcn_misinformation=several-photographs-published-on-facebook-claim-to-portray-coffins-with-victims-of-the-new-coronavirus-in-italy,Observador,
F,WHO is offering monetary help to buy medicines and food during the emergency,https://www.poynter.org/?ifcn_misinformation=who-is-offering-monetary-help-to-buy-medicines-and-food-during-the-emergency,OjoPúblico,
F,Over 200 doctors in Italy die every day due to coronavirus,https://www.poynter.org/?ifcn_misinformation=over-200-doctors-in-italy-die-every-day-due-to-coronavirus,Rappler,
F,"Thanks to the halt imposed by the government to travel boats for Covid-19, a crocodile has shown up in Venice’s canals",https://www.poynter.org/?ifcn_misinformation=thanks-to-the-halt-imposed-by-the-government-to-travel-boats-for-covid-19-a-crocodile-has-shown-up-in-venices-canals,Pagella Politica,
F,italian people in the streets surerendering and farewelling the world after COVID19,https://www.poynter.org/?ifcn_misinformation=italian-people-in-the-streets-surerendering-and-farewelling-the-world-after-covid19,Fatabyyano,
F,This news bullettin from 2015 proves that Covid-19 was created in a laboratory of Wuhan,https://www.poynter.org/?ifcn_misinformation=this-news-bullettin-from-2015-proves-that-covid-19-was-created-in-a-laboratory-of-wuhan,Pagella Politica,
F,The government has mandated by decree a salary cut for high public officials,https://www.poynter.org/?ifcn_misinformation=the-government-has-mandated-by-decree-a-salary-cut-for-high-public-officials,Pagella Politica,
F,Malaysia Dismiss Residents Outside the Home with Drones that Shoot Fireworks,https://www.poynter.org/?ifcn_misinformation=malaysia-dismiss-residents-outside-the-home-with-drones-that-shoot-fireworks,TEMPO,
F,Photo of Italian PM Giuseppe Conte who cried for regretting the late lockdown,https://www.poynter.org/?ifcn_misinformation=photo-of-italian-pm-giuseppe-conte-who-cried-for-regretting-the-late-lockdown,TEMPO,
F,The UN is providing food aid to South American countries due to the coronavirus pandemic,https://www.poynter.org/?ifcn_misinformation=the-un-is-providing-food-aid-to-south-american-countries-due-to-the-coronavirus-pandemic,El Surtidor,
F,China got prepared to contain the virus and let the whole population got infected,https://www.poynter.org/?ifcn_misinformation=china-got-prepared-to-contain-the-virus-and-let-the-whole-population-got-infected,El Surtidor,
F,The Italians accept Islam en masse,https://www.poynter.org/?ifcn_misinformation=the-italians-accept-islam-en-masse,Factcheck.kz,
F,The brasilian singer Preta Gile was infected with Covid-19 and performed to more than 320 thousand people,https://www.poynter.org/?ifcn_misinformation=the-brasilian-singer-preta-gile-was-infected-with-covid-19-and-performed-to-more-than-320-thousand-people,Observador,
F,A post says that a vaccine for the new coronavirus will be available in a few days,https://www.poynter.org/?ifcn_misinformation=a-post-says-that-a-vaccine-for-the-new-coronavirus-will-be-available-in-a-few-days,Observador,
F,Facebook posts featuring a photo of ventilators in the US state of New York claim the devices are “stuck in a warehouse.”,https://www.poynter.org/?ifcn_misinformation=facebook-posts-featuring-a-photo-of-ventilators-in-the-us-state-of-new-york-claim-the-devices-are-stuck-in-a-warehouse,AFP,
F,"President of the National Assembly of Serbia Maja Gojkovic claimed that according to the Constitution, Parliament cannot session during the State of emergency",https://www.poynter.org/?ifcn_misinformation=president-of-the-national-assembly-of-serbia-maja-gojkovic-claimed-that-according-to-the-constitution-parliament-cannot-session-during-the-state-of-emergency,Istinomer,
F,"No, you won’t be charged with a 135 euro fine if you’re driving with several other persons in your car during the lockdown",https://www.poynter.org/?ifcn_misinformation=no-you-wont-be-charged-with-a-135-euro-fine-if-youre-driving-with-several-other-persons-in-your-car-during-the-lockdown,franceinfo,
F,"In Costa Rica, dead bodies are not returned to their families",https://www.poynter.org/?ifcn_misinformation=in-costa-rica-dead-bodies-are-not-returned-to-their-families,La Nación,
F,"In Costa Rica, the Red Cross and Walmart are giving out emergency funds for COVID-19",https://www.poynter.org/?ifcn_misinformation=in-costa-rica-the-red-cross-and-walmart-are-giving-out-emergency-funds-for-covid-19,La Nación,
F,Video shows Malaysian police sanction people who violated lockdown stipulation by hitting them on the foot sole,https://www.poynter.org/?ifcn_misinformation=video-shows-malaysian-police-sanction-people-who-violated-lockdown-stipulation-by-hitting-them-on-the-foot-sole,Taiwan FactCheck Center,
F,Gargling with hot water cures Coronavirus says a doctor from Mumbai’s COVID-19 hospital,https://www.poynter.org/?ifcn_misinformation=gargling-with-hot-water-cures-coronavirus-says-a-doctor-from-mumbais-covid-19-hospital,BOOM FactCheck,
F,A police commissioner from Mumbai has asked essential services to be available at certain hours,https://www.poynter.org/?ifcn_misinformation=a-police-commissioner-from-mumbai-has-asked-essential-services-to-be-available-at-certain-hours,BOOM FactCheck,
F,False that the OMS grants food and medicine vouchers,https://www.poynter.org/?ifcn_misinformation=false-that-the-oms-grants-food-and-medicine-vouchers,Verificado,
T,"Partly Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore",https://www.poynter.org/?ifcn_misinformation=says-that-under-order-from-gov-tony-evers-he-and-his-eight-children-cant-legally-have-dinner-together-anymore,PolitiFact,
T,MOSTLY Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more,https://www.poynter.org/?ifcn_misinformation=says-nancy-pelosis-coronavirus-bill-includes-tax-credits-for-solar-and-wind-energy-retirement-plans-for-community-newspaper-employees-300-million-for-pbs,PolitiFact,
F,Gargling with warm water and salt or vinegar eliminates the virus [SARS-CoV-2],https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-water-and-salt-or-vinegar-eliminates-the-virus-sars-cov-2,Science Feedback,
F,"A post says that, on March 22, 793 people died in Italy and including 232 kids",https://www.poynter.org/?ifcn_misinformation=a-post-says-that-on-march-22-793-people-died-in-italy-and-including-232-kids,Observador,
F,Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of Covid-19 in one day (23 March 2020),https://www.poynter.org/?ifcn_misinformation=photo-of-people-in-medical-scrubs-lying-on-the-floor-of-an-operating-theatre-shows-some-of-the-200-italian-doctors-who-died-of-covid-19-in-one-day-23-march-2020,AfricaCheck,
F,The vaccine against Covid-19 is finally ready,https://www.poynter.org/?ifcn_misinformation=the-vaccine-against-covid-19-is-finally-ready,Pagella Politica,
F,"Italian police are being brutal on people not following lockdowns, India should follow",https://www.poynter.org/?ifcn_misinformation=italian-police-are-being-brutal-on-people-not-following-lockdowns-india-should-follow,BOOM FactCheck,
F,“Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus,https://www.poynter.org/?ifcn_misinformation=slices-of-lemon-in-a-cup-of-hot-water-can-save-your-life-the-hot-lemon-can-kill-the-proliferation-of-the-novel-coronavirus,PolitiFact,
U,Study suggests Malaria drug can treat coronavirus,https://www.poynter.org/?ifcn_misinformation=study-suggests-malaria-drug-can-treat-coronavirus,MediaWise,
F,"Footage purportedly showing a looting spree in Mexico prompted by panic over the novel coronavirus was aired on multiple Facebook live streams and viewed by tens of thousands of people during the week of March 23, 2020. Posts sharing the streams claimed that the chaotic scene was happening in real-time",https://www.poynter.org/?ifcn_misinformation=footage-purportedly-showing-a-looting-spree-in-mexico-prompted-by-panic-over-the-novel-coronavirus-was-aired-on-multiple-facebook-live-streams-and-viewed-by-tens-of-thousands-of-people-during-the-week,AFP,
F,Photographs shared hundreds of times online purport to show the coffins of Italian victims of the novel coronavirus pandemic,https://www.poynter.org/?ifcn_misinformation=photographs-shared-hundreds-of-times-online-purport-to-show-the-coffins-of-italian-victims-of-the-novel-coronavirus-pandemic,AFP,
F,A vaccine against coronavirus was developed,https://www.poynter.org/?ifcn_misinformation=a-vaccine-against-coronavirus-was-developed,Factcheck.kz,
F,"George Soros is one of the people responsible for the new coronavirus, born in a laboratory",https://www.poynter.org/?ifcn_misinformation=george-soros-is-one-of-the-people-responsible-for-the-new-coronavirus-born-in-a-laboratory,Observador,
F,italian mimcks muslim prayers because of fear from COVID19,https://www.poynter.org/?ifcn_misinformation=italian-mimcks-muslim-prayers-because-of-fear-from-covid19,Fatabyyano,
F,Photo shows dozens of wooden coffins of people dead from coronavirus in Italy,https://www.poynter.org/?ifcn_misinformation=photo-shows-dozens-of-wooden-coffins-of-people-dead-from-coronavirus-in-italy,AfricaCheck,
F,South African mayor claimed that Interferon alpha-2b is a vaccine for the new coronavirus,https://www.poynter.org/?ifcn_misinformation=south-african-mayor-claimed-that-interferon-alpha-2b-is-a-vaccine-for-the-new-coronavirus,AfricaCheck,
F,No You shouldn’t take Ibuprofen because it appears that this drug would enhance and accelerate the effects of Covid-19,https://www.poynter.org/?ifcn_misinformation=you-shouldnt-take-ibuprofen-because-it-appears-that-this-drug-would-enhance-and-accelerate-the-effects-of-covid-19,Pagella Politica,
F,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,https://www.poynter.org/?ifcn_misinformation=putin-has-stated-russian-citizens-have-2-options-stay-home-for-15-days-or-in-jail-for-5-years,PolitiFact,
F,"A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook, Twitter and Instagram alongside a claim it shows him stating the US threatened to spread the novel coronavirus, COVID-19, in Iraq during a meeting in the 1990s",https://www.poynter.org/?ifcn_misinformation=a-video-of-former-iraqi-dictator-saddam-hussein-has-been-shared-repeatedly-on-facebook-twitter-and-instagram-alongside-a-claim-it-shows-him-stating-the-us-threatened-to-spread-the-novel-coronavirus,AFP,
F,Photo showing crowd during illegal – due to quarantine -Way of the Cross prayers in Wejherowo,https://www.poynter.org/?ifcn_misinformation=photo-showing-crowd-during-illegal-due-to-quarantine-way-of-the-cross-prayers-in-wejherowo,Demagog,
F,The french state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unenmployed due to the coronavirus,https://www.poynter.org/?ifcn_misinformation=the-french-state-gives-more-benefit-to-people-who-were-unemployed-before-the-covid-19-than-it-does-for-people-who-are-partially-unenmployed-due-to-the-coronavirus,Les Décodeurs,
